"result_id","cdm_name","group_name","group_level","strata_name","strata_level","variable_name","variable_level","estimate_name","estimate_type","estimate_value","additional_name","additional_level"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_021","density_y","numeric","0.000104244064487902","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_022","density_x","numeric","-126.552100412391","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_022","density_y","numeric","0.000119435807086128","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_023","density_x","numeric","-97.6329016899504","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_023","density_y","numeric","0.000135400069738099","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_024","density_x","numeric","-68.7137029675094","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_024","density_y","numeric","0.00015193670609162","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_025","density_x","numeric","-39.7945042450687","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_025","density_y","numeric","0.000168817802552213","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_026","density_x","numeric","-10.8753055226277","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_026","density_y","numeric","0.000185794022961311","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_027","density_x","numeric","18.0438931998132","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_027","density_y","numeric","0.000202535880963644","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_028","density_x","numeric","46.9630919222541","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_028","density_y","numeric","0.000218745062410525","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_029","density_x","numeric","75.882290644695","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_029","density_y","numeric","0.000234176649376249","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_030","density_x","numeric","104.801489367136","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_030","density_y","numeric","0.000248602446477795","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_031","density_x","numeric","133.720688089577","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_031","density_y","numeric","0.000261823266660064","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_032","density_x","numeric","162.639886812018","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_032","density_y","numeric","0.000273674585826273","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_033","density_x","numeric","191.559085534459","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_033","density_y","numeric","0.000284030708721497","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_034","density_x","numeric","220.4782842569","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_034","density_y","numeric","0.000292807339392029","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_035","density_x","numeric","249.39748297934","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_035","density_y","numeric","0.000299887819167187","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_036","density_x","numeric","278.316681701781","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_036","density_y","numeric","0.000305187254002975","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_037","density_x","numeric","307.235880424222","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_037","density_y","numeric","0.000308937924203415","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_038","density_x","numeric","336.155079146663","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_038","density_y","numeric","0.000311227995701673","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_039","density_x","numeric","365.074277869104","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_039","density_y","numeric","0.000312168677451185","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_040","density_x","numeric","393.993476591545","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_040","density_y","numeric","0.000311888266707217","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_041","density_x","numeric","422.912675313986","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_041","density_y","numeric","0.000310526282605398","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_042","density_x","numeric","451.831874036427","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_042","density_y","numeric","0.00030822787466833","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_043","density_x","numeric","480.751072758868","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_043","density_y","numeric","0.000305138676930795","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_044","density_x","numeric","509.670271481309","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_044","density_y","numeric","0.000301343658574012","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_045","density_x","numeric","538.58947020375","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_045","density_y","numeric","0.000297053165584796","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_046","density_x","numeric","567.50866892619","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_046","density_y","numeric","0.000292403333983563","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_047","density_x","numeric","596.427867648631","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_047","density_y","numeric","0.000287494920150648","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_048","density_x","numeric","625.347066371072","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_048","density_y","numeric","0.000282415094575703","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_049","density_x","numeric","654.266265093513","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_049","density_y","numeric","0.000277237700066729","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_050","density_x","numeric","683.185463815954","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_050","density_y","numeric","0.000272023909772653","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_051","density_x","numeric","712.104662538395","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_051","density_y","numeric","0.000266823199147123","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_052","density_x","numeric","741.023861260836","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_052","density_y","numeric","0.000261677730781867","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_053","density_x","numeric","769.943059983277","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_053","density_y","numeric","0.000256628506918164","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_054","density_x","numeric","798.862258705718","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_054","density_y","numeric","0.00025168754563927","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_055","density_x","numeric","827.781457428158","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_055","density_y","numeric","0.000246867887848451","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_056","density_x","numeric","856.700656150599","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_056","density_y","numeric","0.000242178408176098","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_057","density_x","numeric","885.61985487304","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_057","density_y","numeric","0.000237624659584473","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_058","density_x","numeric","914.539053595481","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_058","density_y","numeric","0.000233209566914836","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_059","density_x","numeric","943.458252317922","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_059","density_y","numeric","0.000228933975961671","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_060","density_x","numeric","972.377451040363","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_060","density_y","numeric","0.000224797067403341","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_061","density_x","numeric","1001.2966497628","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_061","density_y","numeric","0.000220810957196867","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_062","density_x","numeric","1030.21584848524","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_062","density_y","numeric","0.000216962233592858","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_063","density_x","numeric","1059.13504720769","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_063","density_y","numeric","0.000213239762485872","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_064","density_x","numeric","1088.05424593013","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_064","density_y","numeric","0.000209637491927235","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_065","density_x","numeric","1116.97344465257","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_065","density_y","numeric","0.000206148503032472","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_066","density_x","numeric","1145.89264337501","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_066","density_y","numeric","0.000202765129467152","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_067","density_x","numeric","1174.81184209745","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_067","density_y","numeric","0.000199479119842039","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_068","density_x","numeric","1203.73104081989","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_068","density_y","numeric","0.000196281846731537","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_069","density_x","numeric","1232.65023954233","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_069","density_y","numeric","0.000193166482781776","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_070","density_x","numeric","1261.56943826477","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_070","density_y","numeric","0.000190129725313828","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_071","density_x","numeric","1290.48863698721","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_071","density_y","numeric","0.000187154207858402","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_072","density_x","numeric","1319.40783570965","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_072","density_y","numeric","0.000184233797530034","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_073","density_x","numeric","1348.32703443209","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_073","density_y","numeric","0.000181363833808645","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_074","density_x","numeric","1377.24623315454","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_074","density_y","numeric","0.000178541305218024","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_075","density_x","numeric","1406.16543187698","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_075","density_y","numeric","0.000175764936767155","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_076","density_x","numeric","1435.08463059942","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_076","density_y","numeric","0.000173035180270817","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_077","density_x","numeric","1464.00382932186","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_077","density_y","numeric","0.000170354102249165","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_078","density_x","numeric","1492.9230280443","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_078","density_y","numeric","0.000167730944668104","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_079","density_x","numeric","1521.84222676674","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_079","density_y","numeric","0.00016516909852443","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_080","density_x","numeric","1550.76142548918","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_080","density_y","numeric","0.000162670778303485","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_081","density_x","numeric","1579.68062421162","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_081","density_y","numeric","0.000160240690051901","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_082","density_x","numeric","1608.59982293406","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_082","density_y","numeric","0.000157882755138867","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_083","density_x","numeric","1637.5190216565","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_083","density_y","numeric","0.000155599731229744","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_084","density_x","numeric","1666.43822037894","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_084","density_y","numeric","0.000153392912852236","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_085","density_x","numeric","1695.35741910139","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_085","density_y","numeric","0.000151261925915996","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_086","density_x","numeric","1724.27661782383","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_086","density_y","numeric","0.000149205864189807","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_087","density_x","numeric","1753.19581654627","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_087","density_y","numeric","0.000147227650992128","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_088","density_x","numeric","1782.11501526871","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_088","density_y","numeric","0.000145311072194001","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_089","density_x","numeric","1811.03421399115","overall","overall"
"2","CPRD GOLD","observation_period_ordinal","all","overall","overall","Duration in days","density_089","density_y","numeric","0.000143448908738621","overall","overall"
